Date,URL
"2019-09-16, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2019-9-16
"2019-09-22, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2019-9-22
"2019-09-25, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2019-9-25
"2019-09-27, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2019-9-27
"2019-09-28, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2019-9-28
"2019-10-10, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2019-10-10
"2019-10-13, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2019-10-13
"2019-10-16, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2019-10-16
"2019-11-13, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2019-11-13
"2020-01-01, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-1-1
"2020-02-11, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-2-11
"2020-03-08, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-8
"2020-03-10, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-10
"2020-03-11, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-11
"2020-03-12, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-12
"2020-03-13, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-13
"2020-03-14, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-14
"2020-03-15, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-15
"2020-03-16, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-16
"2020-03-17, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-17
"2020-03-18, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-18
"2020-03-19, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-19
"2020-03-20, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-20
"2020-03-21, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-21
"2020-03-22, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-22
"2020-03-23, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-23
"2020-03-24, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-24
"2020-03-25, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-25
"2020-03-26, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-26
"2020-03-31, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-3-20
"2020-04-07, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-4-7
"2020-04-15, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-4-15
"2020-06-20, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-6-20
"2020-06-27, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-6-27
"2020-06-30, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-6-20
"2020-07-05, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-7-5
"2020-08-04, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-8-4
"2020-09-02, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-9-2
"2020-09-03, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-9-3
"2020-09-05, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-9-5
"2020-09-06, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-9-6
"2020-09-12, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-9-12
"2020-09-27, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-9-27
"2020-10-03, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-10-3
"2020-10-14, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-10-14
"2020-10-22, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-10-22
"2020-10-23, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-10-23
"2020-10-24, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-10-24
"2020-10-25, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-10-25
"2020-10-26, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-10-26
"2020-11-02, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-11-2
"2020-11-06, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-11-6
"2020-11-08, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-11-8
"2020-11-09, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-11-9
"2020-12-04, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-12-4
"2020-12-06, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2020-12-6
"2021-01-01, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-1-1
